STREAM_ID,NODE_ID,STREAM_KM,ELEVATION,GRADIENT,BOTTOM_WIDTH,CHANNEL_ANGLE_Z,MANNINGS_n,SED_THERMAL_CONDUCTIVITY,SED_THERMAL_DIFFUSIVITY,SED_HYPORHEIC_THICKNESSS,HYPORHEIC_PERCENT,POROSITY
,185,18.5,290.3056,0.0083117,4.622692402,0,0.074,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,184,18.4,289.47443,0.0083117,8.533760609,0,0.0687777777777777,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,183,18.3,289.16687,0.0030756,7.0064781059,0,0.0635555555555555,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,182,18.2,288.235,0.0093187,8.310317444,0,0.0583333333333333,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,181,18.1,287.3527,0.008823,14.65305686,0,0.0531111111111111,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,180,18.0,286.4868,0.008659,5.6845764781,0,0.0478888888888888,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,179,17.9,286.30914,0.0017766,9.2083372329,0,0.0426666666666666,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,178,17.8,286.3121,0.00024595,8.718198971,0,0.0374444444444444,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,177,17.7,286.25995,0.00024595,11.792901742700002,0,0.0322222222222222,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,176,17.6,286.1692,0.0009075,6.541843490000001,0,0.027,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,175,17.5,286.0464,0.001228,8.449964817,0,0.0356428571428571,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,174,17.4,285.96945,0.0007695,7.7089193454,0,0.0442857142857142,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,173,17.3,285.91278,0.0005667,4.536497041700001,0,0.0529285714285714,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,172,17.2,285.8081,0.0010468,8.2077592012,0,0.0615714285714285,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,171,17.1,285.71213,0.0009597,10.7746499029,0,0.0702142857142857,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,170,17.0,285.6381,0.0007403,10.1595026325,0,0.0788571428571428,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,169,16.9,285.56088,0.0007722,13.230511216,0,0.0875,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,168,16.8,285.4729,0.0008798,12.2617533038,0,0.0961428571428571,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,167,16.7,285.30664,0.0016626,6.2307280490000005,0,0.1047857142857142,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,166,16.6,285.21246,0.0009418,7.150098516,0,0.1134285714285714,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,165,16.5,284.6436,0.0056886,11.7778819,0,0.1220714285714285,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,164,16.4,283.90378,0.0073982,7.772499177,0,0.1307142857142857,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,163,16.3,283.44034,0.0046344,5.502179949,0,0.1393571428571428,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,162,16.2,282.7442,0.0069614,8.959052177,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,161,16.1,282.06265,0.0068155,8.836548496,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,160,16.0,281.36386,0.0069879,19.970747095,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,159,15.9,280.26324,0.0110062,9.23923197,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,158,15.8,279.95898,0.0030426,6.523584603,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,157,15.7,279.68906,0.0026992,10.70052586,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,156,15.6,279.5346,0.0015446,7.518262193,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,155,15.5,279.392,0.001426,14.85565711,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,154,15.4,279.0755,0.003165,14.97495111,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,153,15.3,278.94443,0.0013107,19.68397505,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
,152,15.2,278.724,0.0022043,14.57624632,0,0.148,1.5210672614518164,0.0063232145531515,0.3000832739190517,0.0363605721451667,0.938612679740923
